"MSSubClass.120","MSSubClass.20","MSSubClass.50","MSSubClass.60","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","Alley.None","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","LandSlope.Gtl","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual","OverallCond","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.Unf","BsmtUnfSF","TotalBsmtSF","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Typ","Fireplaces","FireplaceQu.Gd","FireplaceQu.None","FireplaceQu.TA","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.None","GarageYrBlt.None","GarageFinish.Fin","GarageFinish.None","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageArea","GarageQual.None","GarageQual.TA","GarageCond.None","GarageCond.TA","PavedDrive.N","PavedDrive.Y","WoodDeckSF","OpenPorchSF","Fence.MnPrv","Fence.None","MoSold","YrSold.2006","YrSold.2007","YrSold.2008","YrSold.2009","YrSold.2010","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial","SalePrice","num_none","garage_exist.FALSE","garage_exist.TRUE","masVnrArea_exist.FALSE","masVnrArea_exist.TRUE","cluster.2","cluster.3","cluster.4","cluster.5","cluster_dist","LotArea_log","GrLivArea_log"
0,0,0,1,1,0,85,11924,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,9,5,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,286,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,998,1,177,1175,1,0,0,0,1,0,1,1182,1142,2324,1,0,3,0,4,1,0,0,11,1,2,1,0,0,0,1,0,0,0,1,0,0,0,3,736,0,1,0,1,0,1,147,21,0,1,7,1,0,0,0,0,1,0,0,0,1,12.7512996960135,4,0,1,0,1,0,1,0,0,1.15415434631526,9.38630845479796,7.7510451179718
0,1,0,0,1,0,-1,12968,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5,6,1962,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,737,1,175,912,0,0,1,0,1,0,1,912,0,912,1,0,1,0,2,0,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,352,0,1,0,1,0,1,140,0,0,1,9,0,0,1,0,0,0,1,0,1,0,11.8775685785581,6,0,1,1,0,1,0,0,0,0.965875807577148,9.47024006341551,6.81563999007433
0,1,0,0,1,0,91,10652,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,306,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1494,1494,1,0,0,0,1,0,1,1494,0,1494,0,0,2,0,3,0,1,0,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,3,840,0,1,0,1,0,1,160,33,0,1,8,0,1,0,0,0,1,0,0,0,1,12.5407575715773,4,0,1,0,1,0,1,0,0,1.76958798726243,9.27350294693382,7.30921236569276
0,1,0,0,1,0,-1,10920,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,6,5,1960,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,212,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,733,1,520,1253,0,0,1,0,1,0,1,1253,0,1253,1,0,1,1,2,0,0,1,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,352,0,1,0,1,0,1,0,213,0,0,5,0,0,1,0,0,0,1,0,1,0,11.9640010843304,3,0,1,0,1,0,0,1,0,1.1922235991855,9.2983512492989,7.13329595489607
0,0,0,0,0,1,51,6120,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,8,2001,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,832,832,1,0,0,0,1,1,0,854,0,854,0,0,1,0,2,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,576,0,1,0,1,0,1,48,112,0,0,7,0,1,0,0,0,0,1,0,1,0,11.7905572015685,5,0,1,1,0,0,0,1,0,1.19807408322874,8.71931737550637,6.74993119378857
0,1,0,0,1,0,-1,11241,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,6,7,1970,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,180,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,578,1,426,1004,1,0,0,0,1,0,1,1004,0,1004,1,0,1,0,2,0,0,1,5,1,1,0,0,1,1,0,0,0,0,1,0,0,0,2,480,0,1,0,1,0,1,0,0,0,1,3,0,0,0,0,1,0,1,0,1,0,11.9117015849276,3,0,1,0,1,0,0,1,0,1.07421831190057,9.3273230874618,6.91174730025167
0,0,0,0,1,0,72,10791,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,5,1967,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1296,0,1296,0,0,2,0,2,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,516,0,1,0,1,0,1,0,0,0,1,10,1,0,0,0,0,0,1,0,1,0,11.4075649493124,10,0,1,1,0,0,0,1,0,0.415388122510933,9.28646773236373,7.16703787691222
0,1,0,0,1,0,66,13695,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,646,1,468,1114,1,0,0,0,1,0,1,1114,0,1114,1,0,1,1,3,0,1,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,576,0,1,0,1,0,1,0,102,0,1,6,0,0,1,0,0,0,1,0,1,0,11.9766594812024,6,0,1,1,0,0,0,1,0,0.908143582670237,9.52478608169718,7.01571242048723
0,1,0,0,1,0,70,7560,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,5,6,1965,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,504,1,525,1029,0,0,1,0,1,0,1,1339,0,1339,0,0,1,0,3,0,0,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,294,0,1,0,1,0,1,0,0,1,0,5,0,0,0,1,0,0,0,1,0,0,11.8422292121128,5,0,1,1,0,1,0,0,0,0.527269745888299,8.93062646917358,7.19967834569117
0,0,0,1,1,0,101,14215,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,8,5,2006,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,380,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1158,1158,1,0,0,0,1,0,1,1158,1218,2376,0,0,3,1,4,0,1,0,9,1,1,1,0,0,0,1,0,0,0,0,0,1,0,3,853,0,1,0,1,0,1,240,154,0,1,11,1,0,0,0,0,1,0,0,0,1,12.6925031124614,4,0,1,0,1,0,0,0,1,1.33527558811262,9.5620530240851,7.77317368048254
0,0,0,0,0,1,57,7449,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,7,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,637,637,1,0,0,0,1,0,0,1108,0,1108,0,0,1,0,3,0,1,0,6,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,280,0,1,0,1,1,0,0,0,0,0,6,0,1,0,0,0,0,1,0,1,0,11.8451027773086,3,0,1,1,0,1,0,0,0,0.30041290541106,8.91583507417628,7.01031186730723
0,1,0,0,1,0,75,9742,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,5,2002,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,281,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1777,1777,1,0,0,0,1,0,1,1795,0,1795,0,0,2,0,3,0,1,0,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,2,534,0,1,0,1,0,1,171,159,0,1,9,0,0,1,0,0,0,1,0,1,0,12.3458345879053,4,0,1,0,1,0,1,0,0,1.2807286093065,9.18420171436649,7.49276030092238
1,0,0,0,0,1,44,4224,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,7,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,840,1,200,1040,0,0,1,0,1,0,1,1060,0,1060,1,0,1,0,3,0,0,1,6,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2,572,0,1,0,1,0,1,100,110,0,1,6,0,1,0,0,0,0,1,0,1,0,11.7745202026587,5,0,1,1,0,0,0,1,0,0.98608083449035,8.3485378253861,6.96602418710611
0,1,0,0,1,0,-1,8246,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5,8,2001,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,188,0,204,1060,1,0,0,0,1,0,1,1060,0,1060,1,0,1,0,3,0,1,0,6,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,270,0,1,0,1,0,1,406,90,1,0,5,0,0,0,0,1,0,1,0,1,0,11.9447078813958,4,0,1,1,0,1,0,0,0,0.298287307395952,9.01748351326684,6.96602418710611
0,1,0,0,1,0,110,14230,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,8,5,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,640,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1566,1566,1,0,0,0,1,0,1,1600,0,1600,0,0,2,0,3,0,1,0,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,3,890,0,1,0,1,0,1,0,56,0,1,7,0,0,0,1,0,0,1,0,1,0,12.4541039123522,4,0,1,0,1,0,0,0,1,1.4195738840627,9.5631076910839,7.37775890822787
0,1,0,0,1,0,60,7200,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,5,7,2000,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,234,0,180,900,0,0,1,0,1,0,1,900,0,900,0,1,1,0,3,0,1,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,576,0,1,0,1,0,1,222,32,0,1,5,0,0,0,0,1,0,1,0,1,0,11.8115474774603,6,0,1,1,0,0,0,1,0,1.08125812836978,8.88183630500415,6.80239476332431
0,1,0,0,1,0,98,11478,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,8,5,2008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,200,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1218,1,486,1704,1,0,0,0,1,0,1,1704,0,1704,1,0,2,0,3,0,1,0,7,1,1,1,0,0,1,0,0,0,0,0,0,1,0,3,772,0,1,0,1,0,1,0,50,0,1,5,0,0,0,0,1,0,1,0,1,0,12.6313403809345,4,0,1,0,1,0,1,0,0,1.00749582078107,9.34818743866831,7.44073370738926
0,1,0,0,1,0,47,16321,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,5,6,1997,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1277,1,207,1484,0,0,1,0,1,0,1,1600,0,1600,1,0,1,0,2,0,0,1,6,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,319,0,1,0,1,0,1,288,258,0,1,12,1,0,0,0,0,0,1,0,1,0,12.2428866186529,5,0,1,1,0,0,0,1,0,1.37200066200755,9.7002079011507,7.37775890822787
0,0,0,0,0,1,60,6324,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,6,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,520,520,0,0,0,1,0,0,1,520,0,520,0,0,1,0,1,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,240,0,0,0,1,0,1,49,0,0,1,5,0,0,1,0,0,0,1,0,1,0,11.1345890242503,6,0,1,1,0,1,0,0,0,1.25079504754075,8.75210719832936,6.25382881157547
0,0,0,0,0,0,50,8500,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,4,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,649,649,0,0,1,1,0,0,1,649,668,1317,0,0,1,0,3,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,250,0,1,0,0,1,0,0,54,1,0,7,0,0,1,0,0,0,1,0,1,0,10.5966347330961,4,0,1,1,0,1,0,0,0,0.418606699438429,9.04782144247841,7.18311170174328
0,1,0,0,1,0,-1,8544,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5,6,2006,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1228,1228,0,1,0,0,1,0,1,1228,0,1228,0,0,1,1,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,271,0,1,0,1,0,1,0,65,1,0,6,0,0,1,0,0,0,1,0,1,0,11.9140478236443,5,0,1,1,0,1,0,0,0,0.323905143563738,9.05298456119998,7.11314210870709
0,1,0,0,1,0,85,11049,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,5,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1234,1234,1,0,0,0,1,0,1,1234,0,1234,0,0,2,0,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,484,0,1,0,1,0,1,0,30,0,1,1,0,0,1,0,0,0,1,0,1,0,12.1001564199386,6,0,1,1,0,0,0,1,0,0.50645077635577,9.31009520511317,7.11801620446533
0,1,0,0,1,0,70,10552,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,5,5,1959,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1018,1,380,1398,0,1,0,0,1,0,1,1700,0,1700,0,1,1,1,4,0,1,0,6,1,1,1,0,0,1,0,0,0,0,0,0,1,0,2,447,0,1,0,1,0,1,0,38,0,1,4,0,0,0,0,1,0,1,0,1,0,12.0167264737993,5,0,1,1,0,0,0,1,0,0.770007508670304,9.26407069439715,7.43838353004431
